tok	sentstart	freeIndirect_conf	freeIndirect_pred
Träumen	no	0.9925076365470886	x
geht	no	0.9957275390625	x
meines	no	0.9969195127487183	x
holden	no	0.9894331097602844	x
Klärchens	no	0.991267740726471	x
freundliche	no	0.9916055202484131	x
Gestalt	no	0.9917293190956116	x
vorüber	no	0.9896875023841858	x
und	no	0.9952569603919983	x
lächelt	no	0.9886016249656677	x
mich	no	0.9989874958992004	x
mit	no	0.9878984093666077	x
ihren	no	0.9883158206939697	x
hellen	no	0.9891446232795715	x
Augen	no	0.9909199476242065	x
so	no	0.9912642240524292	x
anmutig	no	0.9908558130264282	x
an	no	0.9938750863075256	x
,	no	0.9929319620132446	x
wie	no	0.9910468459129333	x
sie	no	0.9908310770988464	x
wohl	no	0.9916449189186096	x
pflegte	no	0.9916611909866333	x
,	no	0.9908163547515869	x
wenn	no	0.9894033670425415	x
ich	no	0.9969447255134583	x
zu	no	0.9864451289176941	x
Euch	no	0.9978864789009094	x
hineintrat	no	0.9882466197013855	x
.	no	0.9986787438392639	x
–	yes	0.9997475743293762	x
Ach	no	0.5744807720184326	x
,	no	0.5318810939788818	x
wie	no	0.7152184247970581	x
vermochte	no	0.8258485794067383	x
ich	no	0.6058578491210938	x
denn	no	0.5622217059135437	x
Euch	no	0.824639618396759	x
zu	no	0.8275875449180603	x
schreiben	no	0.8508274555206299	x
in	no	0.8337540626525879	x
der	no	0.8249465227127075	x
zerrissenen	no	0.8265693783760071	x
Stimmung	no	0.8311246633529663	x
des	no	0.8306807279586792	x
Geistes	no	0.8360267281532288	x
,	no	0.8318841457366943	x
die	no	0.823090136051178	x
mir	no	0.9109408259391785	x
bisher	no	0.8929893374443054	x
alle	no	0.8838461637496948	x
Gedanken	no	0.8675550818443298	x
verstörte	no	0.7957508563995361	x
!	no	0.9732818007469177	x
–	yes	0.9881659746170044	x
Etwas	no	0.9600012302398682	x
Entsetzliches	no	0.9787094593048096	x
ist	no	0.9857745170593262	x
in	no	0.9858521223068237	x
mein	no	0.9951569437980652	x
Leben	no	0.9909181594848633	x
getreten	no	0.9911715388298035	x
!	no	0.9945333003997803	x
–	yes	0.8322605490684509	x
Dunkle	no	0.8331136703491211	x
Ahnungen	no	0.8523388504981995	x
eines	no	0.8785686492919922	x
gräßlichen	no	0.8700981140136719	x
,	no	0.8663646578788757	x
mir	no	0.9286324381828308	x
drohenden	no	0.9220906496047974	x
Geschicks	no	0.9061756730079651	x
breiten	no	0.9610592722892761	x
sich	no	0.968296468257904	x
wie	no	0.9765716791152954	x
schwarze	no	0.9771918654441833	x
Wolkenschatten	no	0.976314902305603	x
über	no	0.970291793346405	x
mich	no	0.998017430305481	x
aus	no	0.9862940907478333	x
,	no	0.9928598999977112	x
undurchdringlich	no	0.9903479814529419	x
jedem	no	0.9905106425285339	x
freundlichen	no	0.9904289245605469	x
Sonnenstrahl	no	0.9879944324493408	x
.	no	0.9912315011024475	x
–	yes	0.9993332028388977	x
Nun	no	0.9438002705574036	x
soll	no	0.9395636916160583	x
ich	no	0.9848758578300476	x
Dir	no	0.9982414245605469	x
sagen	no	0.9926536083221436	x
,	no	0.9942421317100525	x
was	no	0.9885931015014648	x
mir	no	0.9968423843383789	x
widerfuhr	no	0.9861611127853394	x
.	no	0.9929572343826294	x
Ich	yes	0.9982176423072815	x
muß	no	0.9867444634437561	x
es	no	0.986683189868927	x
,	no	0.985863983631134	x
das	no	0.9854254126548767	x
sehe	no	0.9891374707221985	x
ich	no	0.9985840320587158	x
ein	no	0.987639844417572	x
,	no	0.9932557344436646	x
aber	no	0.9909787178039551	x
nur	no	0.9908338189125061	x
es	no	0.9907042384147644	x
denkend	no	0.9912161827087402	x
,	no	0.9919297695159912	x
lacht	no	0.9926878213882446	x
es	no	0.9905778169631958	x
wie	no	0.993026852607727	x
toll	no	0.9902668595314026	x
aus	no	0.988564670085907	x
mir	no	0.9980543851852417	x
heraus	no	0.9856691360473633	x
.	no	0.9966852068901062	x
–	yes	0.9993740916252136	x
Ach	no	0.7946800589561462	x
mein	no	0.889546275138855	x
herzlieber	no	0.8511226773262024	x
Lothar	no	0.902615487575531	x
!	no	0.9353762865066528	x
wie	yes	0.8018844723701477	x
fange	no	0.8365377187728882	x
ich	no	0.9696770310401917	x
es	no	0.9538792967796326	x
denn	no	0.9642378687858582	x
an	no	0.9605259299278259	x
,	no	0.950212836265564	x
Dich	no	0.993520200252533	x
nur	no	0.9871535897254944	x
einigermaßen	no	0.9863594174385071	x
empfinden	no	0.9866303205490112	x
zu	no	0.9878836274147034	x
lassen	no	0.987586498260498	x
,	no	0.9889856576919556	x
daß	no	0.9897856712341309	x
das	no	0.988834798336029	x
,	no	0.9886184930801392	x
was	no	0.9887381792068481	x
mir	no	0.9934552311897278	x
vor	no	0.9905531406402588	x
einigen	no	0.9909071922302246	x
Tagen	no	0.9910463690757751	x
geschah	no	0.9913755059242249	x
,	no	0.9915769100189209	x
denn	no	0.991688072681427	x
wirklich	no	0.9909638166427612	x
mein	no	0.9935983419418335	x
Leben	no	0.9913767576217651	x
so	no	0.9906593561172485	x
feindlich	no	0.9906154870986938	x
zerstören	no	0.9905415177345276	x
konnte	no	0.9898166656494141	x
!	no	0.996701180934906	x
Wärst	yes	0.5102267861366272	x
Du	no	0.8573449850082397	x
nur	no	0.8364251852035522	x
hier	no	0.8183603882789612	x
,	no	0.8184593319892883	x
so	no	0.8321306705474854	x
könntest	no	0.845874011516571	x
Du	no	0.9588263630867004	x
selbst	no	0.9543466567993164	x
schauen	no	0.9543305039405823	x
;	no	0.9767487049102783	x
aber	no	0.9661533236503601	x
jetzt	no	0.9358096718788147	x
hältst	no	0.9129085540771484	x
Du	no	0.9738328456878662	x
mich	no	0.9817741513252258	x
gewiß	no	0.9831968545913696	x
für	no	0.9832437634468079	x
einen	no	0.9829517006874084	x
aberwitzigen	no	0.9835013747215271	x
Geisterseher	no	0.9814088940620422	x
.	no	0.9758879542350769	x
–	yes	0.9998490810394287	x
Kurz	no	0.8910584449768066	x
und	no	0.8635703921318054	x
gut	no	0.8131822943687439	x
,	no	0.8670493364334106	x
das	no	0.8993287086486816	x
Entsetzliche	no	0.9385380744934082	x
,	no	0.9391531348228455	x
was	no	0.916301965713501	x
mir	no	0.9841514825820923	x
geschah	no	0.9810252785682678	x
,	no	0.9852876663208008	x
dessen	no	0.9859126210212708	x
tödlichen	no	0.9867397546768188	x
Eindruck	no	0.9866626858711243	x
zu	no	0.9874710440635681	x
vermeiden	no	0.9828448295593262	x
ich	no	0.9976874589920044	x
mich	no	0.9928871989250183	x
vergebens	no	0.989899218082428	x
bemühe	no	0.9914105534553528	x
,	no	0.9923934936523438	x
besteht	no	0.9949990510940552	x
in	no	0.990635335445404	x
nichts	no	0.99160236120224	x
anderm	no	0.9920637011528015	x
,	no	0.9925790429115295	x
als	no	0.9900568127632141	x
daß	no	0.992618978023529	x
vor	no	0.9913164377212524	x
einigen	no	0.9929706454277039	x
Tagen	no	0.9919245839118958	x
,	no	0.9912235736846924	x
nämlich	no	0.9908475875854492	x
am	no	0.9909955859184265	x
30	no	0.9925056099891663	x
.	no	0.9916340112686157	x
Oktober	no	0.9920836687088013	x
,	no	0.9915289878845215	x
mittags	no	0.9918192625045776	x
um	no	0.9912868142127991	x
zwölf	no	0.9909850358963013	x
Uhr	no	0.9912152290344238	x
,	no	0.9914830327033997	x
ein	no	0.9951102137565613	x
Wetterglashändler	no	0.9911605715751648	x
in	no	0.9886361956596375	x
meine	no	0.9984567165374756	x
Stube	no	0.9886389970779419	x
trat	no	0.9910168647766113	x
und	no	0.9889522194862366	x
mir	no	0.9982831478118896	x
seine	no	0.9860373139381409	x
Ware	no	0.9843606352806091	x
anbot	no	0.9830053448677063	x
.	no	0.9897601008415222	x
Ich	yes	0.9984549283981323	x
kaufte	no	0.9912047982215881	x
nichts	no	0.9907107949256897	x
und	no	0.9947056174278259	x
drohte	no	0.9932356476783752	x
,	no	0.9922532439231873	x
ihn	no	0.9908624887466431	x
die	no	0.9913274645805359	x
Treppe	no	0.991885781288147	x
herabzuwerfen	no	0.9913427829742432	x
,	no	0.994415283203125	x
worauf	no	0.991818904876709	x
er	no	0.990044355392456	x
aber	no	0.9918469190597534	x
von	no	0.9912263751029968	x
selbst	no	0.991171658039093	x
fortging	no	0.9924488067626953	x
.	no	0.9985865354537964	x
Du	yes	0.9714120030403137	x
ahnest	no	0.9790398478507996	x
,	no	0.9896731376647949	x
daß	no	0.9917136430740356	x
nur	no	0.9908169507980347	x
ganz	no	0.9909165501594543	x
eigne	no	0.9910804629325867	x
,	no	0.9919519424438477	x
tief	no	0.991407036781311	x
in	no	0.9902690649032593	x
mein	no	0.9953352808952332	x
Leben	no	0.9903020262718201	x
eingreifende	no	0.9905145168304443	x
Beziehungen	no	0.9911439418792725	x
diesem	no	0.9913036823272705	x
Vorfall	no	0.9909847974777222	x
Bedeutung	no	0.9916315674781799	x
geben	no	0.9912379384040833	x
können	no	0.9916045069694519	x
,	no	0.9923074245452881	x
ja	no	0.9907987117767334	x
daß	no	0.9932230710983276	x
wohl	no	0.9915772676467896	x
die	no	0.991233766078949	x
Person	no	0.9913853406906128	x
jenes	no	0.9916714429855347	x
unglückseligen	no	0.9912577867507935	x
Krämers	no	0.9918832778930664	x
gar	no	0.9910426139831543	x
feindlich	no	0.9907667636871338	x
auf	no	0.9890516400337219	x
mich	no	0.9975054860115051	x
wirken	no	0.9880104660987854	x
muß	no	0.9843148589134216	x
.	no	0.9981285929679871	x
So	yes	0.9634869694709778	x
ist	no	0.9750086665153503	x
es	no	0.9756311178207397	x
in	no	0.976861298084259	x
der	no	0.9792673587799072	x
Tat	no	0.9821621775627136	x
.	no	0.9941480159759521	x
Mit	yes	0.9916742444038391	x
aller	no	0.9929763674736023	x
Kraft	no	0.9913933277130127	x
fasse	no	0.995794415473938	x
ich	no	0.9991693496704102	x
mich	no	0.9977594614028931	x
zusammen	no	0.995510458946228	x
,	no	0.993893027305603	x
um	no	0.9934415817260742	x
ruhig	no	0.9928715825080872	x
und	no	0.9910235404968262	x
geduldig	no	0.987838864326477	x
Dir	no	0.9982226490974426	x
aus	no	0.986538290977478	x
meiner	no	0.9969185590744019	x
frühern	no	0.9888540506362915	x
Jugendzeit	no	0.9889088273048401	x
so	no	0.9900701642036438	x
viel	no	0.9906981587409973	x
zu	no	0.9923099279403687	x
erzählen	no	0.9922782182693481	x
,	no	0.9946554899215698	x
daß	no	0.988003134727478	x
Deinem	no	0.9995905756950378	x
regen	no	0.9840052127838135	x
Sinn	no	0.9860448837280273	x
alles	no	0.9866359829902649	x
klar	no	0.9872255921363831	x
und	no	0.9890023469924927	x
deutlich	no	0.9891910552978516	x
in	no	0.9906306862831116	x
leuchtenden	no	0.9915382862091064	x
Bildern	no	0.9908319115638733	x
aufgehen	no	0.9913068413734436	x
wird	no	0.9951854348182678	x
.	no	0.9986599683761597	x
Indem	yes	0.7423676252365112	x
ich	no	0.9679940342903137	x
anfangen	no	0.9515377879142761	x
will	no	0.955030083656311	x
,	no	0.969205379486084	x
höre	no	0.9714235067367554	x
ich	no	0.994906485080719	x
Dich	no	0.9984152317047119	x
lachen	no	0.9876483678817749	x
und	no	0.9881930947303772	x
Klara	no	0.992800235748291	x
sagen	no	0.99172043800354	x
:	no	0.9940956830978394	x
„	no	0.9986957907676697	x
Das	no	0.9789122939109802	x
sind	no	0.9749348759651184	x
ja	no	0.9761190414428711	x
rechte	no	0.973269522190094	x
Kindereien	no	0.9706566333770752	x
!	no	0.9842400550842285	x
“	no	0.9818918108940125	x
–	no	0.999464213848114	x
Lacht	no	0.973556399345398	x
,	no	0.9708357453346252	x
ich	no	0.9912131428718567	x
bitte	no	0.9894992113113403	x
Euch	no	0.9962538480758667	x
,	no	0.9920868277549744	x
lacht	no	0.9913217425346375	x
mich	no	0.9940680265426636	x
recht	no	0.9908744096755981	x
herzlich	no	0.9905905723571777	x
aus	no	0.9908566474914551	x
!	no	0.9956859350204468	x
–	yes	0.9855391979217529	x
ich	no	0.9978635907173157	x
bitt	no	0.9868223667144775	x
Euch	no	0.996878981590271	x
sehr	no	0.991166889667511	x
!	no	0.998981773853302	x
–	yes	0.9990043044090271	x
Aber	no	0.9100185036659241	x
,	no	0.8999983072280884	x
Gott	no	0.9049988389015198	x
im	no	0.8889144062995911	x
Himmel	no	0.8912734985351562	x
!	no	0.9233786463737488	x
die	yes	0.9331459403038025	x
Haare	no	0.9189274907112122	x
sträuben	no	0.9445613622665405	x
sich	no	0.9485284090042114	x
mir	no	0.9941912293434143	x
,	no	0.9909634590148926	x
und	no	0.9963803887367249	x
es	no	0.9902889728546143	x
ist	no	0.9936259984970093	x
,	no	0.9909626841545105	x
als	no	0.991587221622467	x
flehe	no	0.9886237382888794	x
ich	no	0.9976832866668701	x
Euch	no	0.9973112344741821	x
an	no	0.989683985710144	x
,	no	0.9906101822853088	x
mich	no	0.9956247210502625	x
auszulachen	no	0.9896647334098816	x
,	no	0.9898077845573425	x
in	no	0.9891514778137207	x
wahnsinniger	no	0.9919731616973877	x
Verzweiflung	no	0.9923191666603088	x
,	no	0.9915466904640198	x
wie	no	0.9891654849052429	x
Franz	no	0.9896469712257385	x
Moor	no	0.9892190098762512	x
den	no	0.988702654838562	x
Daniel	no	0.9852266907691956	x
.	no	0.9849625825881958	x
–	yes	0.9997900128364563	x
Nun	no	0.8144788146018982	x
fort	no	0.7507469058036804	x
zur	no	0.69683837890625	x
Sache	no	0.5702014565467834	x
!	no	0.9838029146194458	x
Außer	yes	0.8612690567970276	x
dem	no	0.8364112973213196	x
Mittagsessen	no	0.8260128498077393	x
sahen	no	0.7495570778846741	x
wir	no	0.9797362089157104	x
,	no	0.953332245349884	x
ich	no	0.9980182647705078	x
und	no	0.9852943420410156	x
mein	no	0.9924800395965576	x
Geschwister	no	0.9922915101051331	x
,	no	0.9929596781730652	x
tagüber	no	0.9925251007080078	x
den	no	0.9927042722702026	x
Vater	no	0.9913464188575745	x
wenig	no	0.9929612278938293	x
.	no	0.9977977275848389	x
Er	yes	0.4850313663482666	x
mochte	no	0.5509107112884521	x
mit	no	0.5258299708366394	x
seinem	no	0.5141173601150513	x
Dienst	no	0.5056900978088379	x
viel	no	0.5085693001747131	x
beschäftigt	no	0.5460215210914612	x
sein	no	0.6881799697875977	x
.	no	0.9882374405860901	x
Nach	yes	0.8967959880828857	x
dem	no	0.8909620046615601	x
Abendessen	no	0.9115288853645325	x
,	no	0.9357365965843201	x
das	no	0.9374427199363708	x
alter	no	0.9427407383918762	x
Sitte	no	0.9499000310897827	x
gemäß	no	0.9551776647567749	x
schon	no	0.9553170204162598	x
um	no	0.9622748494148254	x
sieben	no	0.9675662517547607	x
Uhr	no	0.9681423902511597	x
aufgetragen	no	0.9666079878807068	x
wurde	no	0.9565559029579163	x
,	no	0.9765349626541138	x
gingen	no	0.9902647733688354	x
wir	no	0.9994485974311829	x
alle	no	0.9908788800239563	x
,	no	0.9924446940422058	x
die	no	0.9922755360603333	x
Mutter	no	0.9925496578216553	x
mit	no	0.9848029613494873	x
uns	no	0.9992007613182068	x
,	no	0.9881969094276428	x
in	no	0.9917136430740356	x
des	no	0.9929514527320862	x
Vaters	no	0.9942521452903748	x
Arbeitszimmer	no	0.9894206523895264	x
und	no	0.9977960586547852	x
setzten	no	0.9881126284599304	x
uns	no	0.9993725419044495	x
um	no	0.985446572303772	x
einen	no	0.9912648797035217	x
runden	no	0.9903913736343384	x
Tisch	no	0.9881781935691833	x
.	no	0.9989834427833557	x
Der	yes	0.932738721370697	x
Vater	no	0.9708115458488464	x
rauchte	no	0.9797801375389099	x
Tabak	no	0.9815497994422913	x
und	no	0.987519383430481	x
trank	no	0.990943968296051	x
ein	no	0.991904616355896	x
großes	no	0.9924517273902893	x
Glas	no	0.9919969439506531	x
Bier	no	0.9911099672317505	x
dazu	no	0.9893732666969299	x
.	no	0.9984670281410217	x
Oft	yes	0.9430941343307495	x
erzählte	no	0.9716118574142456	x
er	no	0.9694502949714661	x
uns	no	0.9964572787284851	x
viele	no	0.9897895455360413	x
wunderbare	no	0.9899247884750366	x
Geschichten	no	0.9886660575866699	x
und	no	0.9950035214424133	x
geriet	no	0.9944319128990173	x
darüber	no	0.9926325678825378	x
so	no	0.9928919076919556	x
in	no	0.9924799203872681	x
Eifer	no	0.9916532635688782	x
,	no	0.9965201616287231	x
daß	no	0.9951397180557251	x
ihm	no	0.9900217652320862	x
die	no	0.9906663298606873	x
Pfeife	no	0.9918740391731262	x
immer	no	0.9913707971572876	x
ausging	no	0.9912886619567871	x
,	no	0.9925185441970825	x
die	no	0.9868373870849609	x
ich	no	0.9990276098251343	x
,	no	0.9879859089851379	x
ihm	no	0.9877592921257019	x
brennend	no	0.9895780086517334	x
Papier	no	0.9904851317405701	x
hinhaltend	no	0.9902860522270203	x
,	no	0.9920313358306885	x
wieder	no	0.9907370209693909	x
anzünden	no	0.9906024932861328	x
mußte	no	0.9928883910179138	x
,	no	0.9919828772544861	x
welches	no	0.9892255663871765	x
mir	no	0.9960501790046692	x
denn	no	0.9889878630638123	x
ein	no	0.9876489043235779	x
Hauptspaß	no	0.9871912002563477	x
war	no	0.9877732396125793	x
.	no	0.9975236058235168	x
Oft	yes	0.7014575004577637	x
gab	no	0.7394716739654541	x
er	no	0.59761643409729	x
uns	no	0.9627687335014343	x
aber	no	0.9468525648117065	x
Bilderbücher	no	0.9499176740646362	x
in	no	0.9538343548774719	x
die	no	0.9571211338043213	x
Hände	no	0.9494619369506836	x
,	no	0.9827173352241516	x
saß	no	0.9884449243545532	x
stumm	no	0.9928994178771973	x
und	no	0.992006242275238	x
starr	no	0.9916337728500366	x
in	no	0.9928418397903442	x
seinem	no	0.9921457171440125	x
Lehnstuhl	no	0.9919230341911316	x
und	no	0.9942687749862671	x
blies	no	0.992302417755127	x
starke	no	0.9932445883750916	x
Dampfwolken	no	0.99247145652771	x
von	no	0.9911510348320007	x
sich	no	0.9921889305114746	x
,	no	0.9955310225486755	x
daß	no	0.9943962097167969	x
wir	no	0.9984605312347412	x
alle	no	0.987798810005188	x
wie	no	0.9889293313026428	x
im	no	0.9887945652008057	x
Nebel	no	0.9893476963043213	x
schwammen	no	0.9883682131767273	x
.	no	0.9978945851325989	x
An	yes	0.9541195631027222	x
solchen	no	0.9557790756225586	x
Abenden	no	0.9562704563140869	x
war	no	0.962117612361908	x
die	no	0.9752019047737122	x
Mutter	no	0.9865905046463013	x
sehr	no	0.9900272488594055	x
traurig	no	0.9912322163581848	x
,	no	0.9934558272361755	x
und	no	0.9965065121650696	x
kaum	no	0.9926753640174866	x
schlug	no	0.9912890195846558	x
die	no	0.9913741946220398	x
Uhr	no	0.9915224313735962	x
neun	no	0.992612361907959	x
,	no	0.9926512837409973	x
so	no	0.9885335564613342	x
sprach	no	0.9974305033683777	x
sie	no	0.9890861511230469	x
:	no	0.9934432506561279	x
„	no	0.9992873072624207	x
Nun	no	0.9865679740905762	x
,	no	0.9890099167823792	x
Kinder	no	0.9924880266189575	x
!	no	0.9962691068649292	x
–	yes	0.9907686114311218	x
zu	no	0.9893414974212646	x
Bette	no	0.9901424050331116	x
!	no	0.9915452599525452	x
zu	yes	0.990617573261261	x
Bette	no	0.990685760974884	x
!	no	0.9935126900672913	x
der	yes	0.9876086711883545	x
Sandmann	no	0.9889382123947144	x
kommt	no	0.9876697659492493	x
,	no	0.9858027696609497	x
ich	no	0.9966879487037659	x
merk	no	0.9908162355422974	x
es	no	0.9896426796913147	x
schon.	no	0.9854632616043091	x
“	no	0.9993686079978943	x
Wirklich	no	0.9642431735992432	x
hörte	no	0.9780819416046143	x
ich	no	0.9990866184234619	x
dann	no	0.9900693297386169	x
jedesmal	no	0.9905894994735718	x
etwas	no	0.9926536083221436	x
schweren	no	0.9927405714988708	x
langsamen	no	0.9923582673072815	x
Tritts	no	0.9928445219993591	x
die	no	0.9922624826431274	x
Treppe	no	0.9926179051399231	x
heraufpoltern	no	0.9921145439147949	x
;	no	0.9976714253425598	x
das	no	0.9650105237960815	x
mußte	no	0.9330132007598877	x
der	no	0.9261542558670044	x
Sandmann	no	0.9327247142791748	x
sein	no	0.9325218200683594	x
.	no	0.947563886642456	x
Einmal	yes	0.7556438446044922	x
war	no	0.7164419293403625	x
mir	no	0.9775524139404297	x
jenes	no	0.9687378406524658	x
dumpfe	no	0.9754995107650757	x
Treten	no	0.9799767732620239	x
und	no	0.9811320304870605	x
Poltern	no	0.984188973903656	x
besonders	no	0.9855263233184814	x
graulich	no	0.9794965386390686	x
;	no	0.9929720759391785	x
ich	no	0.9977483153343201	x
frug	no	0.9983558058738708	x
die	no	0.9957538843154907	x
Mutter	no	0.9956497550010681	x
,	no	0.9974477291107178	x
indem	no	0.993286669254303	x
sie	no	0.9852588176727295	x
uns	no	0.9993879795074463	x
fortführte	no	0.9790419936180115	x
:	no	0.9907960891723633	x
„	no	0.9994452595710754	x
Ei	no	0.975520133972168	x
,	no	0.9823148250579834	x
Mama	no	0.995357096195221	x
!	no	0.9995056390762329	x
wer	yes	0.9728958606719971	x
ist	no	0.9700427055358887	x
denn	no	0.9727979302406311	x
der	no	0.9696663618087769	x
böse	no	0.9700183272361755	x
Sandmann	no	0.9720295071601868	x
,	no	0.9724933505058289	x
der	no	0.9692637920379639	x
uns	no	0.9851256608963013	x
immer	no	0.9845373630523682	x
von	no	0.9851137399673462	x
Papa	no	0.9862159490585327	x
forttreibt	no	0.9872148036956787	x
?	no	0.9935085773468018	x
–	yes	0.9102751612663269	x
wie	no	0.9084559679031372	x
sieht	no	0.9012550711631775	x
er	no	0.8921968340873718	x
denn	no	0.9137795567512512	x
aus	no	0.9096633791923523	x
?	no	0.9162179231643677	x
“	no	0.9803850650787354	x
–	no	0.9820725321769714	x
„	no	0.9964428544044495	x
Es	no	0.9897966980934143	x
gibt	no	0.9891585111618042	x
keinen	no	0.9889243245124817	x
Sandmann	no	0.98820960521698	x
,	no	0.9883033037185669	x
mein	no	0.9978911280632019	x
liebes	no	0.9904753565788269	x
Kind	no	0.9892023205757141	x
“	no	0.9980928301811218	x
,	no	0.9936054944992065	x
erwiderte	no	0.9968082308769226	x
die	no	0.9947717785835266	x
Mutter	no	0.9929124712944031	x
,	no	0.9872443079948425	x
„	no	0.9987491369247437	x
wenn	no	0.9846150279045105	x
ich	no	0.9968020915985107	x
sage	no	0.9906486868858337	x
,	no	0.9924283623695374	x
der	no	0.9905433058738708	x
Sandmann	no	0.9922451376914978	x
kommt	no	0.9920423626899719	x
,	no	0.9928703904151917	x
so	no	0.9927725195884705	x
will	no	0.992316722869873	x
das	no	0.9910345673561096	x
nur	no	0.9906463623046875	x
heißen	no	0.9904857277870178	x
,	no	0.992099940776825	x
ihr	no	0.9972062706947327	x
seid	no	0.9913075566291809	x
schläfrig	no	0.9914639592170715	x
und	no	0.9924843907356262	x
könnt	no	0.9935773015022278	x
die	no	0.9913734793663025	x
Augen	no	0.9916529059410095	x
nicht	no	0.991797924041748	x
offen	no	0.9919285774230957	x
behalten	no	0.9912742972373962	x
,	no	0.9924668669700623	x
als	no	0.9908421039581299	x
hätte	no	0.9915338158607483	x
man	no	0.991499125957489	x
euch	no	0.9928169250488281	x
Sand	no	0.9908170700073242	x
hineingestreut.	no	0.9855228662490845	x
“	no	0.9989619255065918	x
–	no	0.9829357862472534	x
Der	no	0.9784716963768005	x
Mutter	no	0.9855203032493591	x
Antwort	no	0.9895692467689514	x
befriedigte	no	0.9844331741333008	x
mich	no	0.9991840720176697	x
nicht	no	0.9835065603256226	x
,	no	0.9942910671234131	x
ja	no	0.9880884289741516	x
in	no	0.9895477294921875	x
meinem	no	0.9988664388656616	x
kindischen	no	0.9850572943687439	x
Gemüt	no	0.9910275340080261	x
entfaltete	no	0.9949833154678345	x
sich	no	0.9960529804229736	x
deutlich	no	0.9931951761245728	x
der	no	0.9916199445724487	x
Gedanke	no	0.9942692518234253	x
,	no	0.995220959186554	x
daß	no	0.9920592308044434	x
die	no	0.9907192587852478	x
Mutter	no	0.9914110898971558	x
den	no	0.990407407283783	x
Sandmann	no	0.9920557141304016	x
nur	no	0.9904864430427551	x
verleugne	no	0.9912857413291931	x
,	no	0.990420401096344	x
damit	no	0.990566074848175	x
wir	no	0.9948331117630005	x
uns	no	0.9926046133041382	x
vor	no	0.9912595152854919	x
ihm	no	0.9909188747406006	x
nicht	no	0.9913375377655029	x
fürchten	no	0.9914544820785522	x
sollten	no	0.9916252493858337	x
,	no	0.9896547794342041	x
ich	no	0.9991269707679749	x
hörte	no	0.9879549741744995	x
ihn	no	0.9883438348770142	x
ja	no	0.9780646562576294	x
immer	no	0.9785550236701965	x
die	no	0.9793645739555359	x
Treppe	no	0.9808221459388733	x
heraufkommen	no	0.743941068649292	x
.	no	0.9873496890068054	x
Voll	yes	0.8666921257972717	x
Neugierde	no	0.8721808195114136	x
,	no	0.9004532694816589	x
Näheres	no	0.9270448088645935	x
von	no	0.9344432353973389	x
diesem	no	0.9290482401847839	x
Sandmann	no	0.9340483546257019	x
und	no	0.9380383491516113	x
seiner	no	0.9413787126541138	x
Beziehung	no	0.9407048225402832	x
auf	no	0.9307412505149841	x
uns	no	0.9787675738334656	x
Kinder	no	0.9748688340187073	x
zu	no	0.977512538433075	x
erfahren	no	0.9725791811943054	x
