tok	sentstart	direct_conf	direct_pred
süßen	no	0.5548736453056335	direct
Träumen	no	0.5714833736419678	direct
geht	no	0.5106022357940674	direct
meines	no	0.5625057816505432	direct
holden	no	0.6387807726860046	direct
Klärchens	no	0.6843396425247192	direct
freundliche	no	0.7238704562187195	direct
Gestalt	no	0.627518355846405	direct
vorüber	no	0.5319721698760986	direct
und	no	0.6014330387115479	direct
lächelt	no	0.7073799967765808	direct
mich	no	0.6673886775970459	direct
mit	no	0.7552686333656311	direct
ihren	no	0.7776423692703247	direct
hellen	no	0.7728140950202942	direct
Augen	no	0.7522703409194946	direct
so	no	0.795651376247406	direct
anmutig	no	0.8169935345649719	direct
an	no	0.7689337134361267	direct
,	no	0.9265730977058411	direct
wie	no	0.8300302624702454	direct
sie	no	0.760513186454773	direct
wohl	no	0.729118287563324	direct
pflegte	no	0.7333470582962036	direct
,	no	0.9431009888648987	direct
wenn	no	0.8411468863487244	direct
ich	no	0.7571494579315186	direct
zu	no	0.681688666343689	direct
Euch	no	0.7186552882194519	direct
hineintrat	no	0.7557547688484192	direct
.	no	0.8531836867332458	direct
–	yes	0.9907716512680054	direct
Ach	no	0.5999331474304199	direct
,	no	0.7949631214141846	direct
wie	no	0.8249883651733398	direct
vermochte	no	0.8280515670776367	direct
ich	no	0.8593771457672119	direct
denn	no	0.8227939605712891	direct
Euch	no	0.8130987286567688	direct
zu	no	0.7971395254135132	direct
schreiben	no	0.7674970626831055	direct
in	no	0.7555689215660095	direct
der	no	0.7811145186424255	direct
zerrissenen	no	0.8019274473190308	direct
Stimmung	no	0.7956250905990601	direct
des	no	0.822405993938446	direct
Geistes	no	0.7536588311195374	direct
,	no	0.9122034311294556	direct
die	no	0.8394330143928528	direct
mir	no	0.7790873050689697	direct
bisher	no	0.7690854668617249	direct
alle	no	0.755918025970459	direct
Gedanken	no	0.7839128375053406	direct
verstörte	no	0.7306749224662781	direct
!	no	0.8458672761917114	direct
–	yes	0.9178497791290283	direct
Etwas	no	0.9728431701660156	direct
Entsetzliches	no	0.9590896964073181	direct
ist	no	0.9084562659263611	direct
in	no	0.8796699047088623	direct
mein	no	0.8756393194198608	direct
Leben	no	0.8541370630264282	direct
getreten	no	0.7491455674171448	direct
!	no	0.7107003927230835	direct
–	yes	0.9114314317703247	direct
Dunkle	no	0.8666002154350281	direct
Ahnungen	no	0.730809211730957	direct
eines	no	0.7950798869132996	direct
gräßlichen	no	0.873898446559906	direct
,	no	0.9126707911491394	direct
mir	no	0.8528170585632324	direct
drohenden	no	0.8512605428695679	direct
Geschicks	no	0.8377785682678223	direct
breiten	no	0.8403307795524597	direct
sich	no	0.839178204536438	direct
wie	no	0.8499807715415955	direct
schwarze	no	0.8721964359283447	direct
Wolkenschatten	no	0.8614900708198547	direct
über	no	0.82447350025177	direct
mich	no	0.7665437459945679	direct
aus	no	0.6577319502830505	direct
,	no	0.8867352604866028	direct
undurchdringlich	no	0.804535984992981	direct
jedem	no	0.7756021618843079	direct
freundlichen	no	0.817273736000061	direct
Sonnenstrahl	no	0.779695451259613	direct
.	no	0.852030873298645	direct
–	yes	0.9973390698432922	direct
Nun	no	0.5950688719749451	direct
soll	no	0.5650723576545715	direct
ich	no	0.6322706341743469	direct
Dir	no	0.5330918431282043	direct
sagen	no	0.6260454058647156	direct
,	no	0.5223965048789978	direct
was	no	0.6814491152763367	direct
mir	no	0.7789244055747986	direct
widerfuhr	no	0.7046036720275879	direct
.	no	0.5940094590187073	direct
Ich	yes	0.9122681021690369	direct
muß	no	0.8969541192054749	direct
es	no	0.9247491955757141	direct
,	no	0.7441635727882385	direct
das	no	0.9413220882415771	direct
sehe	no	0.9298839569091797	direct
ich	no	0.956578254699707	direct
ein	no	0.9843409657478333	direct
,	no	0.8560548424720764	direct
aber	no	0.9481518864631653	direct
nur	no	0.9856296181678772	direct
es	no	0.9940707087516785	direct
denkend	no	0.9983745813369751	direct
,	no	0.9309453368186951	direct
lacht	no	0.8503036499023438	direct
es	no	0.8028095364570618	direct
wie	no	0.752082109451294	direct
toll	no	0.6998729705810547	direct
aus	no	0.7106919288635254	direct
mir	no	0.6393722891807556	direct
heraus	no	0.5296172499656677	direct
.	no	0.7796568274497986	direct
–	yes	0.996309220790863	direct
Ach	no	0.6424413323402405	direct
mein	no	0.744761049747467	direct
herzlieber	no	0.760566771030426	direct
Lothar	no	0.9686446785926819	direct
!	no	0.9945176243782043	direct
wie	yes	0.9792740941047668	direct
fange	no	0.8689302802085876	direct
ich	no	0.7895013093948364	direct
es	no	0.853450357913971	direct
denn	no	0.8989290595054626	direct
an	no	0.9216201901435852	direct
,	no	0.8977017402648926	direct
Dich	no	0.9722948670387268	direct
nur	no	0.9772685170173645	direct
einigermaßen	no	0.973507285118103	direct
empfinden	no	0.977745532989502	direct
zu	no	0.9741628766059875	direct
lassen	no	0.9783742427825928	direct
,	no	0.8805950284004211	direct
daß	no	0.9623547792434692	direct
das	no	0.9759663939476013	direct
,	no	0.9665262699127197	direct
was	no	0.9719666838645935	direct
mir	no	0.9770598411560059	direct
vor	no	0.9780440926551819	direct
einigen	no	0.980556309223175	direct
Tagen	no	0.9809820652008057	direct
geschah	no	0.9770614504814148	direct
,	no	0.951964259147644	direct
denn	no	0.9734236598014832	direct
wirklich	no	0.9812045097351074	direct
mein	no	0.9821151494979858	direct
Leben	no	0.9818269610404968	direct
so	no	0.9853780269622803	direct
feindlich	no	0.9884994626045227	direct
zerstören	no	0.9890623688697815	direct
konnte	no	0.9878994822502136	direct
!	no	0.995254397392273	direct
Wärst	yes	0.46042943000793457	x
Du	no	0.5564941763877869	x
nur	no	0.5842154026031494	x
hier	no	0.5232315063476562	x
,	no	0.6226335763931274	x
so	no	0.6607628464698792	x
könntest	no	0.5737227201461792	x
Du	no	0.5025304555892944	x
selbst	no	0.5644330382347107	x
schauen	no	0.7840526103973389	x
;	no	0.6359580755233765	x
aber	no	0.7168437838554382	x
jetzt	no	0.8250954747200012	x
hältst	no	0.6369416117668152	x
Du	no	0.5256708860397339	x
mich	no	0.5147321224212646	x
gewiß	no	0.5914791822433472	x
für	no	0.5839172005653381	x
einen	no	0.5475776195526123	x
aberwitzigen	no	0.5871818661689758	x
Geisterseher	no	0.9061601161956787	x
.	no	0.9973752498626709	x
–	yes	0.9888667464256287	x
Kurz	no	0.9104247093200684	x
und	no	0.5074133276939392	x
gut	no	0.7903417944908142	x
,	no	0.5818586349487305	x
das	no	0.523315966129303	x
Entsetzliche	no	0.6460260152816772	x
,	no	0.5135622620582581	x
was	no	0.5732914209365845	x
mir	no	0.5679749846458435	x
geschah	no	0.5259610414505005	x
,	no	0.5078741312026978	x
dessen	no	0.5736348628997803	x
tödlichen	no	0.6170749068260193	x
Eindruck	no	0.6703866720199585	x
zu	no	0.6637011170387268	x
vermeiden	no	0.6728498935699463	x
ich	no	0.6961009502410889	x
mich	no	0.7198799252510071	x
vergebens	no	0.6765220165252686	x
bemühe	no	0.7804800868034363	x
,	no	0.944806694984436	x
besteht	no	0.8190568089485168	x
in	no	0.7745354175567627	x
nichts	no	0.7367883920669556	x
anderm	no	0.7014666199684143	x
,	no	0.8517928719520569	x
als	no	0.8504694700241089	x
daß	no	0.8634084463119507	x
vor	no	0.8695928454399109	x
einigen	no	0.832108736038208	x
Tagen	no	0.7850889563560486	x
,	no	0.8285752534866333	x
nämlich	no	0.8282116651535034	x
am	no	0.842396080493927	x
30	no	0.8175450563430786	x
.	no	0.517264723777771	x
Oktober	no	0.748113751411438	x
,	no	0.8516988754272461	x
mittags	no	0.8321990370750427	x
um	no	0.8147838711738586	x
zwölf	no	0.7848648428916931	x
Uhr	no	0.7899847626686096	x
,	no	0.7809500098228455	x
ein	no	0.7852453589439392	x
Wetterglashändler	no	0.752810537815094	x
in	no	0.7996525764465332	x
meine	no	0.8436396718025208	x
Stube	no	0.8694674372673035	x
trat	no	0.8464357852935791	x
und	no	0.8161840438842773	x
mir	no	0.787071943283081	x
seine	no	0.7823881506919861	x
Ware	no	0.7712148427963257	x
anbot	no	0.846681535243988	x
.	no	0.859682559967041	x
Ich	yes	0.6629438996315002	x
kaufte	no	0.7983507513999939	x
nichts	no	0.803180992603302	x
und	no	0.7653290033340454	x
drohte	no	0.7022941708564758	x
,	no	0.8470627665519714	x
ihn	no	0.7892200350761414	x
die	no	0.8077614903450012	x
Treppe	no	0.7493566870689392	x
herabzuwerfen	no	0.5614793300628662	x
,	no	0.7254933714866638	x
worauf	no	0.8497647047042847	x
er	no	0.8237010836601257	x
aber	no	0.8125534057617188	x
von	no	0.8148040175437927	x
selbst	no	0.8348665237426758	x
fortging	no	0.839468240737915	x
.	no	0.7435681819915771	x
Du	yes	0.6141642332077026	direct
ahnest	no	0.767923891544342	direct
,	no	0.7754364013671875	direct
daß	no	0.747355043888092	direct
nur	no	0.7386182546615601	direct
ganz	no	0.7527351975440979	direct
eigne	no	0.772420346736908	direct
,	no	0.7843977808952332	direct
tief	no	0.7386406064033508	direct
in	no	0.7020391821861267	direct
mein	no	0.6959390640258789	direct
Leben	no	0.692277193069458	direct
eingreifende	no	0.7198115587234497	direct
Beziehungen	no	0.7426300644874573	direct
diesem	no	0.7549165487289429	direct
Vorfall	no	0.7713332176208496	direct
Bedeutung	no	0.7470426559448242	direct
geben	no	0.7660822868347168	direct
können	no	0.88486248254776	direct
,	no	0.8350446224212646	direct
ja	no	0.7299372553825378	direct
daß	no	0.5838329195976257	direct
wohl	no	0.5713329911231995	direct
die	no	0.5694084763526917	direct
Person	no	0.613618791103363	direct
jenes	no	0.5484657287597656	direct
unglückseligen	no	0.5098844766616821	direct
Krämers	no	0.5734625458717346	direct
gar	no	0.575685977935791	direct
feindlich	no	0.5818362832069397	direct
auf	no	0.6066415905952454	direct
mich	no	0.6194669008255005	direct
wirken	no	0.6224249601364136	direct
muß	no	0.5809004306793213	direct
.	no	0.5817642211914062	direct
So	yes	0.599409282207489	direct
ist	no	0.6378630995750427	direct
es	no	0.5845542550086975	direct
in	no	0.5046107769012451	direct
der	no	0.5002606511116028	direct
Tat	no	0.6229550838470459	direct
.	no	0.9600549936294556	direct
Mit	yes	0.6952226758003235	direct
aller	no	0.608662486076355	direct
Kraft	no	0.8723499774932861	direct
fasse	no	0.5591606497764587	direct
ich	no	0.5055182576179504	direct
mich	no	0.6943851113319397	direct
zusammen	no	0.8932967185974121	direct
,	no	0.697326123714447	direct
um	no	0.6428221464157104	direct
ruhig	no	0.6930793523788452	direct
und	no	0.6586233377456665	direct
geduldig	no	0.684432864189148	direct
Dir	no	0.8165524005889893	direct
aus	no	0.74104905128479	direct
meiner	no	0.6394668817520142	direct
frühern	no	0.6504700183868408	direct
Jugendzeit	no	0.6205198764801025	direct
so	no	0.6236136555671692	direct
viel	no	0.6169119477272034	direct
zu	no	0.6240400075912476	direct
erzählen	no	0.5434642434120178	direct
,	no	0.5860495567321777	direct
daß	no	0.5780811309814453	direct
Deinem	no	0.6943984627723694	direct
regen	no	0.6086738109588623	direct
Sinn	no	0.5713114738464355	direct
alles	no	0.5530829429626465	direct
klar	no	0.5779557228088379	direct
und	no	0.572538435459137	direct
deutlich	no	0.5910719037055969	direct
in	no	0.6006542444229126	direct
leuchtenden	no	0.6033474206924438	direct
Bildern	no	0.6675415635108948	direct
aufgehen	no	0.6806419491767883	direct
wird	no	0.7504843473434448	direct
.	no	0.9062318801879883	direct
Indem	yes	0.5372589826583862	x
ich	no	0.5532101988792419	x
anfangen	no	0.6955993175506592	x
will	no	0.9368860721588135	x
,	no	0.641846239566803	x
höre	no	0.7568920850753784	x
ich	no	0.8162747025489807	x
Dich	no	0.7582176327705383	x
lachen	no	0.6146181225776672	x
und	no	0.688775897026062	x
Klara	no	0.554737389087677	x
sagen	no	0.7929058074951172	x
:	no	0.9997228980064392	x
„	no	0.743695080280304	direct
Das	no	0.9977612495422363	direct
sind	no	0.9983741044998169	direct
ja	no	0.9983847141265869	direct
rechte	no	0.9980395436286926	direct
Kindereien	no	0.9987832903862	direct
!	no	0.9996020197868347	direct
“	no	0.9999669790267944	direct
–	no	0.9920782446861267	direct
Lacht	no	0.6632234454154968	direct
,	no	0.9982349872589111	direct
ich	no	0.8059685230255127	direct
bitte	no	0.5844897627830505	direct
Euch	no	0.7394245862960815	direct
,	no	0.8244690895080566	direct
lacht	no	0.8727401494979858	direct
mich	no	0.8901364207267761	direct
recht	no	0.8948742151260376	direct
herzlich	no	0.942306637763977	direct
aus	no	0.9410335421562195	direct
!	no	0.9324169754981995	direct
–	yes	0.9972153902053833	direct
ich	no	0.782092809677124	direct
bitt	no	0.8726164102554321	direct
Euch	no	0.8657154440879822	direct
sehr	no	0.584630012512207	direct
!	no	0.899648129940033	direct
–	yes	0.8319101333618164	direct
Aber	no	0.6643002033233643	direct
,	no	0.8647937774658203	direct
Gott	no	0.8875522613525391	direct
im	no	0.8300620317459106	direct
Himmel	no	0.9321168661117554	direct
!	no	0.9953415393829346	direct
die	yes	0.9340526461601257	direct
Haare	no	0.9015557169914246	direct
sträuben	no	0.9335512518882751	direct
sich	no	0.9707284569740295	direct
mir	no	0.9894930124282837	direct
,	no	0.9050636887550354	direct
und	no	0.9446941018104553	direct
es	no	0.9730556607246399	direct
ist	no	0.9869300127029419	direct
,	no	0.9496232271194458	direct
als	no	0.9812801480293274	direct
flehe	no	0.9525697231292725	direct
ich	no	0.933743953704834	direct
Euch	no	0.9394784569740295	direct
an	no	0.9695990085601807	direct
,	no	0.9020047187805176	direct
mich	no	0.9691076874732971	direct
auszulachen	no	0.9818119406700134	direct
,	no	0.8494850397109985	direct
in	no	0.8964223861694336	direct
wahnsinniger	no	0.937950611114502	direct
Verzweiflung	no	0.9752358198165894	direct
,	no	0.8098214268684387	direct
wie	no	0.8149434924125671	direct
Franz	no	0.7193687558174133	direct
Moor	no	0.7623770833015442	direct
den	no	0.7860230207443237	direct
Daniel	no	0.7509902715682983	direct
.	no	0.842696487903595	direct
–	yes	0.9174438118934631	direct
Nun	no	0.8701427578926086	direct
fort	no	0.8558932542800903	direct
zur	no	0.7310013175010681	direct
Sache	no	0.9355021119117737	direct
!	no	0.9991269707679749	direct
Außer	yes	0.9235292077064514	direct
dem	no	0.8451001048088074	direct
Mittagsessen	no	0.9114307165145874	direct
sahen	no	0.9297718405723572	direct
wir	no	0.933264434337616	direct
,	no	0.842964768409729	direct
ich	no	0.9305720329284668	direct
und	no	0.9358880519866943	direct
mein	no	0.9414910674095154	direct
Geschwister	no	0.9607222676277161	direct
,	no	0.9404916167259216	direct
tagüber	no	0.9473889470100403	direct
den	no	0.9386947154998779	direct
Vater	no	0.9468284845352173	direct
wenig	no	0.9311165809631348	direct
.	no	0.988036036491394	direct
Er	yes	0.7103577256202698	x
mochte	no	0.8329806327819824	x
mit	no	0.8172581195831299	x
seinem	no	0.8204576969146729	x
Dienst	no	0.828127384185791	x
viel	no	0.8163220882415771	x
beschäftigt	no	0.7658341526985168	x
sein	no	0.7208138108253479	x
.	no	0.6704648733139038	x
Nach	yes	0.7015764713287354	x
dem	no	0.8291152715682983	x
Abendessen	no	0.7847516536712646	x
,	no	0.8569979667663574	x
das	no	0.7769759893417358	x
alter	no	0.8146424293518066	x
Sitte	no	0.8065199255943298	x
gemäß	no	0.7807568907737732	x
schon	no	0.797398030757904	x
um	no	0.7842076420783997	x
sieben	no	0.8071544766426086	x
Uhr	no	0.8356071710586548	x
aufgetragen	no	0.8292003870010376	x
wurde	no	0.8404932022094727	x
,	no	0.9309700727462769	x
gingen	no	0.8458507657051086	x
wir	no	0.7931792140007019	x
alle	no	0.7918625473976135	x
,	no	0.9098266363143921	x
die	no	0.8835977911949158	x
Mutter	no	0.8578752875328064	x
mit	no	0.834029495716095	x
uns	no	0.7505933046340942	x
,	no	0.8355972170829773	x
in	no	0.8326728940010071	x
des	no	0.8703761696815491	x
Vaters	no	0.880775511264801	x
Arbeitszimmer	no	0.8568277955055237	x
und	no	0.865125298500061	x
setzten	no	0.8941768407821655	x
uns	no	0.8850426077842712	x
um	no	0.8653908371925354	x
einen	no	0.8754640221595764	x
runden	no	0.8778154253959656	x
Tisch	no	0.8750433325767517	x
.	no	0.7449919581413269	x
Der	yes	0.8894144892692566	x
Vater	no	0.916468620300293	x
rauchte	no	0.9069499969482422	x
Tabak	no	0.9172678589820862	x
und	no	0.9111964702606201	x
trank	no	0.9291713237762451	x
ein	no	0.945565938949585	x
großes	no	0.9614534378051758	x
Glas	no	0.9602074027061462	x
Bier	no	0.9516733884811401	x
dazu	no	0.9545985460281372	x
.	no	0.9830164313316345	x
Oft	yes	0.9657771587371826	x
erzählte	no	0.9755612015724182	x
er	no	0.9794644713401794	x
uns	no	0.9812350869178772	x
viele	no	0.9806203842163086	x
wunderbare	no	0.9845202565193176	x
Geschichten	no	0.9797247648239136	x
und	no	0.9759805202484131	x
geriet	no	0.9762894511222839	x
darüber	no	0.9802639484405518	x
so	no	0.9813404679298401	x
in	no	0.9776619076728821	x
Eifer	no	0.9783443212509155	x
,	no	0.9888801574707031	x
daß	no	0.9724041819572449	x
ihm	no	0.9692769050598145	x
die	no	0.974578320980072	x
Pfeife	no	0.9739958047866821	x
immer	no	0.9728356599807739	x
ausging	no	0.9757452607154846	x
,	no	0.9917775392532349	x
die	no	0.9674808979034424	x
ich	no	0.9577341079711914	x
,	no	0.9762811660766602	x
ihm	no	0.9729905724525452	x
brennend	no	0.9724708199501038	x
Papier	no	0.9742704629898071	x
hinhaltend	no	0.9763977527618408	x
,	no	0.9857006072998047	x
wieder	no	0.9738707542419434	x
anzünden	no	0.9756126999855042	x
mußte	no	0.98031085729599	x
,	no	0.9909030795097351	x
welches	no	0.97577965259552	x
mir	no	0.9728929400444031	x
denn	no	0.9736339449882507	x
ein	no	0.9738574028015137	x
Hauptspaß	no	0.9812963604927063	x
war	no	0.9838169813156128	x
.	no	0.9779781103134155	x
Oft	yes	0.7120999097824097	x
gab	no	0.7821696400642395	x
er	no	0.7059293985366821	x
uns	no	0.7177967429161072	x
aber	no	0.7396330833435059	x
Bilderbücher	no	0.7323480844497681	x
in	no	0.6701911091804504	x
die	no	0.6088399887084961	x
Hände	no	0.5143383741378784	x
,	no	0.7120546698570251	x
saß	no	0.6512109041213989	x
stumm	no	0.6094954013824463	x
und	no	0.5985208749771118	x
starr	no	0.6327724456787109	x
in	no	0.6072570085525513	x
seinem	no	0.5840412974357605	x
Lehnstuhl	no	0.5635703802108765	x
und	no	0.552844226360321	x
blies	no	0.5816763639450073	x
starke	no	0.6751932501792908	x
Dampfwolken	no	0.6362819671630859	x
von	no	0.544386088848114	x
sich	no	0.5012607574462891	x
,	no	0.8135554194450378	x
daß	no	0.631169319152832	x
wir	no	0.512751042842865	x
alle	no	0.5474897623062134	x
wie	no	0.5562084317207336	x
im	no	0.552990734577179	x
Nebel	no	0.5725734233856201	x
schwammen	no	0.7006068229675293	x
.	no	0.8950257897377014	x
An	yes	0.5992215275764465	x
solchen	no	0.6134297251701355	x
Abenden	no	0.655651867389679	x
war	no	0.6350212693214417	x
die	no	0.6524533629417419	x
Mutter	no	0.612402617931366	x
sehr	no	0.6278459429740906	x
traurig	no	0.5577855706214905	x
,	no	0.8088018298149109	x
und	no	0.783743143081665	x
kaum	no	0.8044251203536987	x
schlug	no	0.8555275201797485	x
die	no	0.902948260307312	x
Uhr	no	0.8826212286949158	x
neun	no	0.6861156225204468	x
,	no	0.9222963452339172	x
so	no	0.7973263263702393	x
sprach	no	0.9445799589157104	x
sie	no	0.96240234375	x
:	no	0.9997830986976624	x
„	no	0.8103461861610413	direct
Nun	no	0.9997019171714783	direct
,	no	0.9892863631248474	direct
Kinder	no	0.9984192848205566	direct
!	no	0.9991962313652039	direct
–	yes	0.9658252000808716	direct
zu	no	0.985697865486145	direct
Bette	no	0.99314284324646	direct
!	no	0.9987598657608032	direct
zu	yes	0.9882447719573975	direct
Bette	no	0.9907591342926025	direct
!	no	0.9989029169082642	direct
der	yes	0.9886198043823242	direct
Sandmann	no	0.9932154417037964	direct
kommt	no	0.9972856044769287	direct
,	no	0.9880965948104858	direct
ich	no	0.997541069984436	direct
merk	no	0.9941547513008118	direct
es	no	0.9955897331237793	direct
schon.	no	0.9995427131652832	direct
“	no	0.9999748468399048	direct
Wirklich	no	0.6475884914398193	x
hörte	no	0.9705085158348083	x
ich	no	0.9738871455192566	x
dann	no	0.9691709876060486	x
jedesmal	no	0.9680726528167725	x
etwas	no	0.9782177805900574	x
schweren	no	0.9809324741363525	x
langsamen	no	0.9791578650474548	x
Tritts	no	0.9720840454101562	x
die	no	0.9743953943252563	x
Treppe	no	0.962320864200592	x
heraufpoltern	no	0.9185933470726013	x
;	no	0.9943045973777771	x
das	no	0.9755933284759521	x
mußte	no	0.9617859721183777	x
der	no	0.9760568141937256	x
Sandmann	no	0.9875727891921997	x
sein	no	0.9852123260498047	x
.	no	0.9857255220413208	x
Einmal	yes	0.5126355290412903	direct
war	no	0.5551669597625732	direct
mir	no	0.6235173940658569	direct
jenes	no	0.7193369269371033	direct
dumpfe	no	0.7271351218223572	direct
Treten	no	0.637000560760498	direct
und	no	0.6882593631744385	direct
Poltern	no	0.6720730662345886	direct
besonders	no	0.6328362226486206	direct
graulich	no	0.5097563862800598	direct
;	no	0.8858500123023987	direct
ich	no	0.6485138535499573	direct
frug	no	0.8081202507019043	direct
die	no	0.837761402130127	direct
Mutter	no	0.6750311851501465	direct
,	no	0.934604287147522	direct
indem	no	0.8222792744636536	direct
sie	no	0.6583602428436279	direct
uns	no	0.6301542520523071	direct
fortführte	no	0.6695777773857117	direct
:	no	0.9990748167037964	direct
„	no	0.7967475652694702	direct
Ei	no	0.9984573125839233	direct
,	no	0.987475574016571	direct
Mama	no	0.9913427829742432	direct
!	no	0.9962902069091797	direct
wer	yes	0.9972435235977173	direct
ist	no	0.9954913258552551	direct
denn	no	0.994575023651123	direct
der	no	0.9913186430931091	direct
böse	no	0.9932209253311157	direct
Sandmann	no	0.9966200590133667	direct
,	no	0.986459493637085	direct
der	no	0.9920587539672852	direct
uns	no	0.9943522214889526	direct
immer	no	0.9944979548454285	direct
von	no	0.9940406680107117	direct
Papa	no	0.9955444931983948	direct
forttreibt	no	0.9937769174575806	direct
?	no	0.9991040825843811	direct
–	yes	0.9481430053710938	direct
wie	no	0.5788211822509766	direct
sieht	no	0.5887945890426636	direct
er	no	0.6951286792755127	direct
denn	no	0.8025344610214233	direct
aus	no	0.8562614917755127	direct
?	no	0.9779431819915771	direct
“	no	0.9999682903289795	direct
–	no	0.9998668432235718	x
„	no	0.6947761178016663	direct
Es	no	0.9828207492828369	direct
gibt	no	0.9931215643882751	direct
keinen	no	0.9912017583847046	direct
Sandmann	no	0.9987114667892456	direct
,	no	0.9598225355148315	direct
mein	no	0.9980498552322388	direct
liebes	no	0.9977008700370789	direct
Kind	no	0.9997206330299377	direct
“	no	0.9999791383743286	direct
,	no	0.5234751105308533	x
erwiderte	no	0.9548004865646362	x
die	no	0.9833800196647644	x
Mutter	no	0.9680661559104919	x
,	no	0.9998189806938171	x
„	no	0.680449366569519	direct
wenn	no	0.9941679239273071	direct
ich	no	0.9972374439239502	direct
sage	no	0.9957360029220581	direct
,	no	0.9692017436027527	direct
der	no	0.9961203932762146	direct
Sandmann	no	0.9990425705909729	direct
kommt	no	0.9980102181434631	direct
,	no	0.9844723343849182	direct
so	no	0.9977831244468689	direct
will	no	0.9917147755622864	direct
das	no	0.993048906326294	direct
nur	no	0.9961793422698975	direct
heißen	no	0.995596706867218	direct
,	no	0.9883345365524292	direct
ihr	no	0.9961852431297302	direct
seid	no	0.9958557486534119	direct
schläfrig	no	0.996737539768219	direct
und	no	0.9962999224662781	direct
könnt	no	0.9945214986801147	direct
die	no	0.9937505125999451	direct
Augen	no	0.9944234490394592	direct
nicht	no	0.995591402053833	direct
offen	no	0.9960594177246094	direct
behalten	no	0.9961758852005005	direct
,	no	0.9796627163887024	direct
als	no	0.9944041967391968	direct
hätte	no	0.9953529834747314	direct
man	no	0.9964033365249634	direct
euch	no	0.9973016977310181	direct
Sand	no	0.9977825284004211	direct
hineingestreut.	no	0.9990732669830322	direct
“	no	0.9999704360961914	direct
–	no	0.9498782157897949	x
Der	no	0.8218028545379639	x
Mutter	no	0.7674030661582947	x
Antwort	no	0.9262964129447937	x
befriedigte	no	0.9501367211341858	x
mich	no	0.9358178973197937	x
nicht	no	0.8983794450759888	x
,	no	0.9726645350456238	x
ja	no	0.9514378905296326	x
in	no	0.9577770829200745	x
meinem	no	0.9654735922813416	x
kindischen	no	0.9670825004577637	x
Gemüt	no	0.970702588558197	x
entfaltete	no	0.9759220480918884	x
sich	no	0.97117018699646	x
deutlich	no	0.9698634743690491	x
der	no	0.9771300554275513	x
Gedanke	no	0.9803654551506042	x
,	no	0.9907454252243042	x
daß	no	0.9716995358467102	x
die	no	0.9733407497406006	x
Mutter	no	0.9738017916679382	x
den	no	0.9784366488456726	x
Sandmann	no	0.9690759181976318	x
nur	no	0.9666493535041809	x
verleugne	no	0.9721645712852478	x
,	no	0.9873743653297424	x
damit	no	0.9735118746757507	x
wir	no	0.9710742235183716	x
uns	no	0.9724814891815186	x
vor	no	0.9777165055274963	x
ihm	no	0.9786701798439026	x
